Tripadvisor,Whitefish Mountain Resort,Feb-18,4,"Snow, snow, and more snow!!!! Fresh powder everyday! Lines minimal, number one place for Blue skiers!!!! So many trails to the top. Only drawback was if you are a green, top hard to navigate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jan-18,5,made our first trip out west to ski and board.Newark to Denver to Kalispel easy enough. half hour to mountain Big resort great trails and snow conditions. People made the trip.everyone was pleasant very laid back. Could stay right on mountain with village bars and restaurants.; …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,4,We come every winter for several weeks of snowboarding. Whitefish is a great place for families of all ages. The whole community is laid back and inviting. The instructors and staff are friendly and knowledgeable. The lodges are large and cozy. Food on the mountain is pricy but; …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jan-18,2,Great snow and grooming. Base lodge is clean and very nice. The mountain was not at all crowded. Headed back in early March!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,3,"My ski instructor colleague and I skied two days at Whitefish Mountain. Since we are over 70 we received free skiing. This is a major, destination ski area and as a wide variety of terrain and outstanding views of the Flathead Valley and Whitefish Lake. This year they have; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,3,"This is a great resort. Friendly people all around. Easy access to skiing, the spa, and downtown. Kids enjoyed the pool, hot tub, and walking around the lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jan-18,3,"We stayed here with a ski club. The food in the restaurant was excellent. The service was great, they were friendly and helpful, with good knowledge of the menu. Lots of interesting choices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jan-18,3,"Big mountain is a nice, value, family friendly with good ski school. the fog, especially on top can limit views, and be a little intimidating, but pretty easy to stay in bounds and out of trouble. Great amount of snow when rest of west was dry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,2,It seems like everywhere else in North America was in a snow drought so we headed here. Record deep snows were a welcome surprise but we still couldn’t see well due to fog. One chair visibility only. But great snow!!!lifts lodges and terrain much improved since last visit 30; …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,3,"Great resort, lots of snow. Kids took ski lessons, very happy with the instructors and how fast things were organized. We really enjoyed it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,5,Lots of snow all through our stay but visibility can be really poor. great skiing and a well laid out resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,4,We enjoyed 2days of fun skiing all over this mountain with lots of runs for intermediate level skiers like us; so much deep powder on the backside and ooff chair 4. I especially liked Inspiration ! The food down at the lodge near the village was excellent too and worth the wait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,4,"Wonderful ski resort. Long runs, short lift lines. We enjoyed new snow each day we were there. The views of the valley are amazing. Look for the snow ghosts when you go😉",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Feb-18,5,We have tried many places in Colorado but its been hit or miss with the snow....NOT HERE!!! Snowed every day and the skiing was fantastic. They need a gondola....Great town and the dining was pretty good as well.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Dec-17,3,"The meatball sub is delicious! The meatball sandwich is assembled and baked with fresh mozzarella cheese and comes out crispy and tasty! The portion size is generous too. We tried the gravy fries - we're not Canadian, so maybe that's why they didn't taste good. Way too; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Dec-17,4,"First time skiing in Montana after years of skiing in Utah and Colorado. We had a blast, didn't have to fight the crowds and snow was great and much less expensive compared to the fancy Colorado ski resorts. Will make Montana my ski destination for the future .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jan-18,4,"We love the Base lodge! A fun and comfortable place to hangout. Indoor and outdoor fireplaces, good bar, good views, kind service, awesome terrain and good elevation. Buy your ski passes at Costco in Kalispell and save some $$$, plus get rental discounts and other benifits. Our; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Dec-17,4,I have been here numerous times before. I have always enjoyed the skiing here. Lots of variety of runs and snow condition was great. Due to the amount of snow there was not much grooming o nt eh blue runs. That would have made it more enjoyable for my wife. The best part of; …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Dec-17,5,"We visited the resort December 24 and 26, the conditions were awesome. the hill as many facilities and plenty of choice food and beverage wise. Staff were friendly and nothing was too much trouble. Will be back to do more skiing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,5,"Great skiing, awesome trails for biking/hiking/running, huckleberry picking, and awesome views of the Glacier National Park, Whitefish Range and the Flathead Valley.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,4,This was on my bucket list and I loved it. The weather was beautiful and the scenery was stunning!! U have to experience this activity. It is definitely worth the money The employees were outstanding and so helpful. What a great all around experience!!! Go do it!!’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,WE went to the mountain park and tried the Zip line for the first time. It was great. The guides (Mat and Drew) were a lot of fun and very capable. The group was mostly middle aged adults who were a little intimidated but they put us to ease and tolerated our whining. You; …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,We booked a zip line tour. It was the second time for 3 of us and the first for the one. Our hosts were very friendly and it was a great experience. If you have time it is something that you should look at doing. The sites are incredible along with the fun of the zip line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,"Zip lining here for the first time was so fun! Our guides, Ben and Keaton, were very energetic and awesome!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,4,"This place caters to every age. You can be as active as you want. For the adventurers there is mountain biking, zip lining and an aerial playground. If you want to relax, grab a coffee and take a chairlift to enjoy a magnificent view. They is even a playground for the really; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jun-18,4,"Our flight landed in Kalispell, Montana in the early afternoon. Not quite ready to take on Glacier National Park, we headed over to Whitefish Mountain Resort. Whitefish Mountain Resort is inside the boundaries of Flathead National Forest, which shares its Northern border with; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jun-18,4,"Visited Whitefish and stayed once again at the Kandahar Lodge on the mountain. Whitefish is a small and friendly mountain town which offers multiple activities for the explorer. Every time I go I get that feel good feeling from Whitefish, it is definitely my happy place.; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jun-18,5,"My husband, our six children and I had a blast at Whitefish Mountain. We purchased the 6 zip line package and it did not disappoint. The zip lining was extremely fun! Our guides, Hunter and Sydney, provided a safe yet fun experience. They were very friendly, funny and; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jan-18,4,"I have been familiar with this place for about 35 years now. Actually worked up there one season. Think it is a great kept secret. However, I am not a fan of what they have done to the place by changing the name and turning it more commercial, I still believe it is a Dimond in; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,4,"Interesting choice of activities, great family fun!! we took the ski lift all the way to the summit and then came back 3.8 mile hiking down the hill. Kids enjoyed the alpine slide. Bonus: white chocolate mocha in the coffee shop!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,"This was an activity we saved for doing once we got everything else in. :) Glad we did. For $16, you can take a lift chair to the summit and back. You can also hike either up or down if you prefer, but one-way lifts are still $9. If you need some coffee, make sure you grab some; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,"Really loved riding the chair lift all the way to the top. It was so convenient and made for beautiful views and photo opportunities. Enjoyed a coffee from the lodge at the top, and looking in the cute little gift shop. Staff is all super friendly. Would definitely do that; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,4,"Spend the day riding the lifts to the top of the mountain, the prices were very reasonable and the views from the top are breathtaking. The Alpine Slide ride to the bottom was just as fun. Great activities at the bottom of the mountain for young children though we were; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Aug-17,4,"Stopped by with our niece and her husband who live in Montana. We all decided to go here to check it out. They had never been here before so they were just as surprised as us at the stuff to do in the summer. You can mountain bike, hike the trails, take a lift ride, zip line and; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,4,"If you are visiting in the summer this is a place that you want to visit for a little while. We went up on the ski lift round trip for 16.00 each to the very top to take pictures. If you like to eat there is a casual restaurant at the top, or bring a mountain bike, and even hike; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,"Although we walked away from our experiences with memories and stories to tell, there were many items regarding our experience that were very unprofessional. The staff went very fast through the orientation of how the equipment worked. We didn't get a chance to go through how; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,Absolutely amazing views!! This was so much fun and so beautiful. If you like to mountain bike you can send your bike up and ride it back down in one great winding ski slope ride. Don’t miss this if you are near Whitefish!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,4,"We came with a group of 10. Some went hiking, some tried the alpine slide. We all had fun! The alpine slide, is a calm activity and not nearly as fast as some of us had experienced elsewhere. At 8$ per slide it is, fairly priced, but not something you will repeat multiple times.; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,4,Came here with my boyfriend and his family last week. Had a great time going up the scenic lift in the gondola. A little hot for the gondola but it had a window which helped a lot. The Staf was friendly the bartender was great never got his name but he was awesome! Would love to; …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Aug-18,2,"You walk in and the guy at the front desk says ""what do you want"". Really!! This place is so over-rated. The restaurant is only open from Wednesday to Sunday and they force you to do a prix-fix menu whether you want to or not. The prices are outrageous for the quantity and; …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Whitefish Mountain Resort,Jul-18,3,We were there in the summer and you can take the lift to different places for walking or grass boarding or using the slide. One ride is free but to go to the top does cost money. There are two restaurants at the bottom and one at the top as far as I know. Many condos for; …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
